Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-12-03,846.7533399441755,859.7024131037057,834.8752199733042,841.7391967773438,1039852.0,0.0,0.0
2018-12-04,844.8061991695647,847.2402379712375,820.1250100657369,823.3866577148438,650992.0,0.0,0.0
2018-12-05,820.952557449989,820.952557449989,794.7136092474616,804.2063598632812,1206275.0,0.0,0.0
2018-12-06,800.3119094560731,804.2550401907015,771.6389222262509,774.0242919921875,1759719.0,0.0,0.0
2018-12-07,780.8396410983651,787.6549496865053,772.1744392663909,781.1317138671875,892722.0,0.0,0.0
2018-12-10,769.1561843576721,775.1926118666989,757.4727992788214,769.545654296875,592908.0,0.0,0.0
2018-12-11,763.3146153771081,783.7118736806231,754.5520751495648,779.3792724609375,987949.0,0.0,0.0
2018-12-12,783.7605252836569,794.4702964366012,776.2636735916402,790.1376953125,1230426.0,0.0,0.0
2018-12-13,797.3910986107032,815.7924554254754,794.0807821237283,807.5167236328125,1178039.0,0.0,0.0
2018-12-14,827.5731573553594,830.2505999232739,813.4557329063562,824.8470458984375,1760542.0,0.0,0.0
2018-12-17,823.9220952713872,835.1186732278078,820.0763022622708,823.9707641601562,783204.0,0.0,0.0
2018-12-18,823.3866351118506,834.9726238348982,810.68096480086,831.7597045898438,618217.0,0.0,0.0
2018-12-19,836.3356716458617,852.8871342977587,828.692814132394,832.3438720703125,1531370.0,0.0,0.0
2018-12-20,825.2364117357123,833.4634739746333,804.4984150361101,806.640380859375,2492060.0,0.0,0.0
2018-12-21,809.0744420299856,812.7741688691154,791.6467016387331,794.8596801757812,2410103.0,0.0,0.0
2018-12-24,788.871900170912,806.7864478077064,782.9328698327761,786.8273315429688,1303555.0,0.0,0.0
2018-12-26,786.6813467920354,800.5553680689989,774.1216827082422,797.634521484375,1074004.0,0.0,0.0
2018-12-27,806.1535606278801,806.1535606278801,789.4073636670815,792.279541015625,1133383.0,0.0,0.0
2018-12-28,793.3992395650905,806.1049090718743,793.3992395650905,802.84326171875,927588.0,0.0,0.0
2018-12-31,808.1008262959806,812.141354197369,801.2855181224,803.81689453125,654406.0,0.0,0.0
2019-01-01,805.6667911412834,812.7255032086845,801.7723293109932,811.5084838867188,463290.0,0.0,0.0
2019-01-02,808.0034846690884,815.889746033875,791.3059559534986,793.9833984375,821812.0,0.0,0.0
2019-01-03,796.4174938951488,797.3911094133581,776.9451835309643,778.600341796875,959578.0,0.0,0.0
2019-01-04,780.9368760712647,789.4073418006492,772.0769998429735,784.8800659179688,1069003.0,0.0,0.0
2019-01-07,788.8232047973936,803.0379657923861,786.6812390437566,798.9974975585938,1071590.0,0.0,0.0
2019-01-08,798.3647392756938,817.3015733300542,789.8942722301306,814.5267333984375,1023730.0,0.0,0.0
2019-01-09,817.8369909002594,822.023525516342,804.6931821179338,813.260986328125,4005124.0,0.0,0.0
2019-01-10,812.57941373778,815.3542533668774,797.3910368066097,798.5593872070312,819813.0,0.0,0.0
2019-01-11,800.7987463075324,810.6809673723009,790.3810486043519,792.7664184570312,1217852.0,0.0,0.0
2019-01-14,793.4965841840713,796.4174305062212,785.707660658338,792.2308959960938,734030.0,0.0,0.0
2019-01-15,794.3728683868995,800.165832767013,781.5211325787387,793.9833984375,2626359.0,0.0,0.0
2019-01-16,799.1435282531409,819.2487105316399,799.1435282531409,804.4984130859375,1926154.0,0.0,0.0
2019-01-17,809.5126241617115,817.252879317579,799.3383302414062,806.2509765625,997585.0,0.0,0.0
2019-01-18,807.0298749660592,812.5307666356724,796.6121777055484,803.18408203125,959572.0,0.0,0.0
2019-01-21,806.1536444119515,806.1536444119515,790.5271273200807,794.1295166015625,506429.0,0.0,0.0
2019-01-22,790.5757454393416,791.2572881393298,779.0870950137241,783.1275634765625,756105.0,0.0,0.0
2019-01-23,784.3446020229081,785.2208797193483,756.4992232386035,761.5133666992188,1572530.0,0.0,0.0
2019-01-24,761.3673504784285,772.0771213930867,757.4728883276437,765.0670776367188,1009447.0,0.0,0.0
2019-01-25,766.1380384929133,773.634830085599,737.0755810062012,739.5582885742188,991355.0,0.0,0.0
2019-01-28,742.8685916728822,742.8685916728822,708.0131702919266,713.4653930664062,1265661.0,0.0,0.0
2019-01-29,702.9503943528459,723.9804654832429,702.9503943528459,714.14697265625,991737.0,0.0,0.0
2019-01-30,719.5017701879041,721.4490009597251,699.0558470837823,705.8711547851562,1472628.0,0.0,0.0
2019-01-31,710.7392847323054,714.0982699492138,695.6482451249756,701.9767456054688,2616247.0,0.0,0.0
2019-02-01,704.9463114207961,710.3498657182136,690.1473435048383,699.9808959960938,1307460.0,0.0,0.0
2019-02-04,700.6136569829324,700.8570608464513,682.5044333070338,688.1027221679688,1007710.0,0.0,0.0
2019-02-05,688.151428373901,695.1614719083519,679.5836237983609,685.3766479492188,1169479.0,0.0,0.0
2019-02-06,686.4475996641781,720.3294073408285,686.4475996641781,714.14697265625,1587847.0,0.0,0.0
2019-02-07,718.5769387710702,736.832230180596,711.6156233017705,732.8890991210938,2848786.0,0.0,0.0
2019-02-08,739.9477186437044,743.890849206786,689.7091867793816,699.0072021484375,3991393.0,0.0,0.0
2019-02-11,691.5591435159206,704.8976890190548,685.7661188551865,697.7416381835938,1181227.0,0.0,0.0
2019-02-12,698.0823189675212,708.6947517705497,691.2670104141424,699.8834838867188,1187659.0,0.0,0.0
2019-02-14,695.1613897167184,704.4107359384394,691.3642659189469,699.93212890625,669502.0,0.0,0.0
2019-02-15,702.4635501155847,703.2910994816405,670.9183856336249,688.1027221679688,1358479.0,0.0,0.0
2019-02-18,693.1654864233896,693.1654864233896,675.4943433854545,681.3847045898438,1158588.0,0.0,0.0
2019-02-19,683.9648856454246,704.8976188004092,678.8047354038018,699.3966674804688,1770799.0,0.0,0.0
2019-02-20,702.2688281940011,714.1469488394758,702.2688281940011,711.4208374023438,1109901.0,0.0,0.0
2019-02-21,707.1368490976407,731.818035001584,705.9198298545892,728.069580078125,1721402.0,0.0,0.0
